,DevName,Freq,RSSI,SNR,SF,BW,CR,Time,Seq,Payload,Lat,Long,Dist,Prx,PL
623,ohm-02,868300000,-119,-16.8,12,125,5-Apr,2018-08-21T07:54:02.424961Z,40,"Hello, GPS Coord (33.73276, 35.78356)",33.73276,35.78356,9.048556896,-135.8,155.8
104,ohm-01,868100000,-118,-10.5,12,125,5-Apr,2018-08-21T08:00:53.042607Z,27,"Hello, GPS Coord (33.73277, 35.78352)",33.73277,35.78352,9.048222674,-128.5,148.5
105,ohm-01,868100000,-120,-8.2,12,125,5-Apr,2018-08-21T08:01:03.386899Z,28,"Hello, GPS Coord (33.73277, 35.78352)",33.73277,35.78352,9.048222674,-128.2,148.2
106,ohm-01,868100000,-119,-13.2,12,125,5-Apr,2018-08-21T08:01:13.841207Z,29,"Hello, GPS Coord (33.73277, 35.78352)",33.73277,35.78352,9.048222674,-132.2,152.2
98,ohm-01,868100000,-120,-12.8,12,125,5-Apr,2018-08-21T07:54:10.704412Z,40,"Hello, GPS Coord (33.73274, 35.78349)",33.73274,35.78349,9.044097966,-132.8,152.8
99,ohm-01,868100000,-112,-3,12,125,5-Apr,2018-08-21T07:54:21.268736Z,41,"Hello, GPS Coord (33.73274, 35.78349)",33.73274,35.78349,9.044097966,-115,135
100,ohm-01,868100000,-115,-8.8,12,125,5-Apr,2018-08-21T07:54:31.831027Z,42,"Hello, GPS Coord (33.73273, 35.7835)",33.73273,35.7835,9.043406266,-123.8,143.8
624,ohm-02,868300000,-119,-10.5,12,125,5-Apr,2018-08-21T07:54:12.989284Z,41,"Hello, GPS Coord (33.73272, 35.78352)",33.73272,35.78352,9.043056566,-129.5,149.5
625,ohm-02,868300000,-115,-7.8,12,125,5-Apr,2018-08-21T07:54:23.553576Z,42,"Hello, GPS Coord (33.73272, 35.78352)",33.73272,35.78352,9.043056566,-122.8,142.8
101,ohm-01,868100000,-119,-17,12,125,5-Apr,2018-08-21T07:54:42.393335Z,43,"Hello, GPS Coord (33.73272, 35.78349)",33.73272,35.78349,9.042031344,-136,156
102,ohm-01,868100000,-119,-10.8,12,125,5-Apr,2018-08-21T07:54:53.823667Z,44,"Hello, GPS Coord (33.73272, 35.78349)",33.73272,35.78349,9.042031344,-129.8,149.8
626,ohm-02,868300000,-119,-16.8,12,125,5-Apr,2018-08-21T07:54:34.117885Z,43,"Hello, GPS Coord (33.73271, 35.78351)",33.73271,35.78351,9.041681539,-135.8,155.8
551,ohm-01,868100000,-117,-3.2,12,125,5-Apr,2018-08-21T14:19:20.340031Z,119,"Hello, GPS Coord (33.68769, 35.83766)",33.68769,35.83766,9.01649349,-120.2,140.2
1050,ohm-5,868500000,-116,-4.5,12,125,5-Apr,2018-08-21T08:01:36.652343Z,34,"Hello, GPS Coord (33.73232, 35.78341)",33.73232,35.78341,8.997971775,-120.5,140.5
107,ohm-01,868100000,-118,-10.5,12,125,5-Apr,2018-08-21T08:01:36.273855Z,31,"Hello, GPS Coord (33.7318, 35.78328)",33.7318,35.78328,8.939816226,-128.5,148.5
550,ohm-01,868100000,-119,-17.2,12,125,5-Apr,2018-08-21T14:18:58.01339Z,117,"Hello, GPS Coord (33.68599, 35.83678)",33.68599,35.83678,8.871113046,-136.2,156.2
1051,ohm-5,868500000,-118,-0.2,12,125,5-Apr,2018-08-21T08:01:47.762627Z,35,"Hello, GPS Coord (33.73087, 35.78292)",33.73087,35.78292,8.831441075,-118.2,138.2
108,ohm-01,868100000,-118,-5.5,12,125,5-Apr,2018-08-21T08:01:47.492179Z,32,"Hello, GPS Coord (33.73041, 35.78258)",33.73041,35.78258,8.772268981,-123.5,143.5
109,ohm-01,868100000,-121,-10.5,12,125,5-Apr,2018-08-21T08:02:09.924834Z,34,"Hello, GPS Coord (33.7274, 35.78064)",33.7274,35.78064,8.394997575,-131.5,151.5
1052,ohm-5,868500000,-119,-7.8,12,125,5-Apr,2018-08-21T08:02:32.203778Z,39,"Hello, GPS Coord (33.72458, 35.77927)",33.72458,35.77927,8.056812114,-126.8,146.8
1055,ohm-5,868500000,-117,-14.5,12,125,5-Apr,2018-08-21T08:03:05.312638Z,42,"Hello, GPS Coord (33.72434, 35.77913)",33.72434,35.77913,8.027238222,-131.5,151.5
1061,ohm-5,868500000,-114,-1,12,125,5-Apr,2018-08-21T08:11:17.027273Z,35,"Hello, GPS Coord (33.72433, 35.77914)",33.72433,35.77914,8.02654181,-115,135
1062,ohm-5,868500000,-115,-1,12,125,5-Apr,2018-08-21T08:11:28.027557Z,36,"Hello, GPS Coord (33.72433, 35.77914)",33.72433,35.77914,8.02654181,-116,136
1056,ohm-5,868500000,-115,-11.5,12,125,5-Apr,2018-08-21T08:03:16.420922Z,43,"Hello, GPS Coord (33.72432, 35.77912)",33.72432,35.77912,8.024830149,-126.5,146.5
1057,ohm-5,868500000,-118,-15.8,12,125,5-Apr,2018-08-21T08:03:27.421205Z,44,"Hello, GPS Coord (33.72432, 35.77912)",33.72432,35.77912,8.024830149,-133.8,153.8
1058,ohm-5,868500000,-119,-9.8,12,125,5-Apr,2018-08-21T08:03:38.419489Z,45,"Hello, GPS Coord (33.72432, 35.77912)",33.72432,35.77912,8.024830149,-128.8,148.8
113,ohm-01,868100000,-119,-4.8,12,125,5-Apr,2018-08-21T08:03:05.798462Z,39,"Hello, GPS Coord (33.72431, 35.77914)",33.72431,35.77914,8.024472257,-123.8,143.8
119,ohm-01,868100000,-117,-2,12,125,5-Apr,2018-08-21T08:11:07.400694Z,32,"Hello, GPS Coord (33.72431, 35.77912)",33.72431,35.77912,8.023795295,-119,139
120,ohm-01,868100000,-118,-1.8,12,125,5-Apr,2018-08-21T08:11:18.617018Z,33,"Hello, GPS Coord (33.72431, 35.77911)",33.72431,35.77911,8.023456953,-119.8,139.8
114,ohm-01,868100000,-121,-11.8,12,125,5-Apr,2018-08-21T08:03:16.906786Z,40,"Hello, GPS Coord (33.72431, 35.77908)",33.72431,35.77908,8.022442481,-132.8,152.8
115,ohm-01,868100000,-119,-17.8,12,125,5-Apr,2018-08-21T08:03:27.909109Z,41,"Hello, GPS Coord (33.72431, 35.77908)",33.72431,35.77908,8.022442481,-136.8,156.8
116,ohm-01,868100000,-120,-2.2,12,125,5-Apr,2018-08-21T08:03:39.017433Z,42,"Hello, GPS Coord (33.72431, 35.77908)",33.72431,35.77908,8.022442481,-122.2,142.2
112,ohm-01,868100000,-118,-5,12,125,5-Apr,2018-08-21T08:02:54.69013Z,38,"Hello, GPS Coord (33.72429, 35.77912)",33.72429,35.77912,8.02172565,-123,143
117,ohm-01,868100000,-119,-5.2,12,125,5-Apr,2018-08-21T08:03:50.129748Z,43,"Hello, GPS Coord (33.72429, 35.77908)",33.72429,35.77908,8.020372486,-124.2,144.2
118,ohm-01,868100000,-119,-2.8,12,125,5-Apr,2018-08-21T08:04:01.350073Z,44,"Hello, GPS Coord (33.72429, 35.77908)",33.72429,35.77908,8.020372486,-121.8,141.8
629,ohm-02,868300000,-118,-12.5,12,125,5-Apr,2018-08-21T08:02:56.919579Z,40,"Hello, GPS Coord (33.72429, 35.77908)",33.72429,35.77908,8.020372486,-130.5,150.5
630,ohm-02,868300000,-119,-5.2,12,125,5-Apr,2018-08-21T08:03:30.362558Z,43,"Hello, GPS Coord (33.72429, 35.77908)",33.72429,35.77908,8.020372486,-124.2,144.2
1054,ohm-5,868500000,-118,-12,12,125,5-Apr,2018-08-21T08:02:54.310346Z,41,"Hello, GPS Coord (33.72428, 35.77911)",33.72428,35.77911,8.020352385,-130,150
1059,ohm-5,868500000,-119,-9,12,125,5-Apr,2018-08-21T08:10:43.696414Z,32,"Hello, GPS Coord (33.72429, 35.77906)",33.72429,35.77906,8.019696459,-128,148
1060,ohm-5,868500000,-114,-1.5,12,125,5-Apr,2018-08-21T08:11:05.918981Z,34,"Hello, GPS Coord (33.72429, 35.77906)",33.72429,35.77906,8.019696459,-115.5,135.5
631,ohm-02,868300000,-119,-10.2,12,125,5-Apr,2018-08-21T08:03:41.580882Z,44,"Hello, GPS Coord (33.72428, 35.77906)",33.72428,35.77906,8.018661405,-129.2,149.2
632,ohm-02,868300000,-117,-3.2,12,125,5-Apr,2018-08-21T08:03:52.689214Z,45,"Hello, GPS Coord (33.72428, 35.77905)",33.72428,35.77905,8.018323487,-120.2,140.2
633,ohm-02,868300000,-119,-5.8,12,125,5-Apr,2018-08-21T08:04:03.907538Z,46,"Hello, GPS Coord (33.72428, 35.77905)",33.72428,35.77905,8.018323487,-124.8,144.8
110,ohm-01,868100000,-118,-4.5,12,125,5-Apr,2018-08-21T08:02:32.47349Z,36,"Hello, GPS Coord (33.72426, 35.77908)",33.72426,35.77908,8.017267649,-122.5,142.5
627,ohm-02,868300000,-119,-19,12,125,5-Apr,2018-08-21T08:02:34.590915Z,38,"Hello, GPS Coord (33.72426, 35.77903)",33.72426,35.77903,8.015577619,-138,158
121,ohm-01,868100000,-119,-7.2,12,125,5-Apr,2018-08-21T08:11:29.729342Z,34,"Hello, GPS Coord (33.72423, 35.77908)",33.72423,35.77908,8.014162997,-126.2,146.2
1053,ohm-5,868500000,-118,-8.8,12,125,5-Apr,2018-08-21T08:02:43.420062Z,40,"Hello, GPS Coord (33.72423, 35.77908)",33.72423,35.77908,8.014162997,-126.8,146.8
111,ohm-01,868100000,-115,-4.8,12,125,5-Apr,2018-08-21T08:02:43.581814Z,37,"Hello, GPS Coord (33.72422, 35.77906)",33.72422,35.77906,8.012451515,-119.8,139.8
628,ohm-02,868300000,-116,-15.2,12,125,5-Apr,2018-08-21T08:02:45.809247Z,39,"Hello, GPS Coord (33.72422, 35.77904)",33.72422,35.77904,8.011775247,-131.2,151.2
1063,ohm-5,868500000,-115,-3,12,125,5-Apr,2018-08-21T08:11:39.029841Z,37,"Hello, GPS Coord (33.72414, 35.77905)",33.72414,35.77905,8.003834288,-118,138
122,ohm-01,868100000,-120,-5.2,12,125,5-Apr,2018-08-21T08:11:52.271998Z,36,"Hello, GPS Coord (33.72148, 35.77781)",33.72148,35.77781,7.686605386,-125.2,145.2
967,ohm-02,868300000,-115,-14.2,12,125,5-Apr,2018-08-21T14:15:01.031944Z,94,"Hello, GPS Coord (33.67192, 35.8285)",33.67192,35.8285,7.683167688,-129.2,149.2
968,ohm-02,868300000,-114,-15.2,12,125,5-Apr,2018-08-21T14:15:47.309267Z,98,"Hello, GPS Coord (33.67046, 35.82855)",33.67046,35.82855,7.654711581,-129.2,149.2
549,ohm-01,868100000,-119,-16,12,125,5-Apr,2018-08-21T14:15:46.669883Z,100,"Hello, GPS Coord (33.67043, 35.82855)",33.67043,35.82855,7.654068594,-135,155
1438,ohm-5,868500000,-119,-16.2,12,125,5-Apr,2018-08-21T14:14:46.248604Z,97,"Hello, GPS Coord (33.67268, 35.82788)",33.67268,35.82788,7.645734983,-135.2,155.2
548,ohm-01,868100000,-119,-5.8,12,125,5-Apr,2018-08-21T14:14:43.55605Z,97,"Hello, GPS Coord (33.6729, 35.82758)",33.6729,35.82758,7.624263701,-124.8,144.8
